gid,timestamp,Date,Zone,Preferred Language (if translator needed)?,City,State,Zipcode,# of Occupants,Are you living here now?,Rent or Own?,Rent or Own? 2,"If not here, where are you staying?",Do you need a safe place to sleep?,Does anyone in your household need food?,Do you have electricity?,Do you have water?,Do you have heat?,Do you have plumbing?,Is the water clean?,Are there children living here?,Are there senior citizens living here?,Are there disabled people living here?,What is your country of origin?,Did you stay at home during Sandy?,Was your house damaged?,Do you have a mold problem?,Do you need help with repairs?,Does anyone in your household need medical attention?,Is anyone at home feeling stressed out?,Does anyone need to speak with a lawyer?,Does anyone need to speak with a lawyer? 2,Did you receive Disaster Food Stamps?,Do you need help with unemployment benefits?,Have you registered with FEMA?,Did you receive a check from FEMA?,Did you receive all the funds you believe you should have received from FEMA?,Did you apply for an SBA loan?,"If you didn’t apply for an SBA loan, was it because you were:",Name of insurers:,Did you file an insurance claim?,Do you have flood insurance?,Have you received your flood insurance payment?,Did the payment cover all repairs?,"If insurance payment was insufficient, or claim denied, did you file an appeal?","If insurance payment was insufficient, or claim denied, did you file an appeal? 2",Would you accept help from an attorney with filing an insurance appeal?,Are you having mortgage problems?,Do you need legal help with lender problems?,Did you receive FEMA rental assistance to help you with leasing a temporary or permanent apartment?,Did you rent out any part of your home pre-Sandy?,Would you be interested in attending a community meeting?,What is your greatest need?,Response,Stickers on house?,"If free non-perishable food was available ongoing in your community, would this be helpful?",Any specific details for medical attention?,Were you told not to register FEMA or not allowed to register with FEMA?,Would you accept help from an attorney for your FEMA appeal?,Was any portion of this house used as a rental unit pre-Sandy?,"If not, do you need FEMA rental assistance to help you with leasing a temporary or permanent apartment?",CONTACT INFO NOTES,BASIC INFO NOTES,FEMA/SBA NOTE,INSURANCE NOTES,HOUSING NOTES,OTHER NOTES,What subject(s) do these additional notes apply to?,Zone Number
SI1_855,2013-02-04T15:17:04Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage/ fully recover,,
SI1_856,2013-02-04T15:17:26Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,4,YES,,RENT,,,NO,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,NO,NO,NO,YES,,,NO,NO,YES,NO,NO,NO,,,No,NO,,,,,,,,NO,,YES,Clothing,Completed,,YES,,NO,NO,YES,,,,,,,,,9
SI1_857,2013-02-04T15:17:35Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,4,YES,,RENT,,,NO,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,NO,NO,NO,YES,,,NO,NO,YES,NO,NO,NO,,,No,NO,,,,,,,,NO,,YES,Clothing,Completed,,YES,,NO,NO,YES,,,,,,,,,9
SI1_858,2013-02-04T15:18:12Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"All is well, no damage",,
SI1_859,2013-02-04T15:18:21Z,2012-01-19T00:00:00Z,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_860,2013-02-04T15:19:02Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_861,2013-02-04T15:19:10Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_862,2013-02-04T15:19:53Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_863,2013-02-04T15:20:30Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_864,2013-02-04T15:20:32Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_865,2013-02-04T15:21:17Z,,E,,Staten Island,NY,,2,YES,,RENT,,YES,NO,,,YES,YES,YES,NO,NO,NO,,YES,YES,,NO,NO,YES,,NO,NO,NO,NO,YES,NO,NO,,,No,,,,,,NO,,NO,NO,,NO,Mold remediation,,,YES,,NO,NO,,NO,,,,,,,,e10
SI1_866,2013-02-04T15:21:19Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_867,2013-02-04T15:21:36Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_868,2013-02-04T15:22:07Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_869,2013-02-04T15:22:26Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_870,2013-02-04T15:22:47Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_871,2013-02-04T15:23:05Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_872,2013-02-04T15:23:14Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,8,YES,,OWN,Family/Friend,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,,,YES,NO,NO,NO,YES,,NO,YES,NO,YES,NO,,NO,Debt / Financial,Liberty Mutual,Yes,,,,NO,,NO,NO,NO,NO,,NO,,Completed,,YES,,,NO,YES,NO,,,,,,,,
SI1_873,2013-02-04T15:23:45Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_874,2013-02-04T15:23:54Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_875,2013-02-04T15:24:32Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_876,2013-02-04T15:24:39Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_877,2013-02-04T15:25:35Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_878,2013-02-04T15:25:52Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_879,2013-02-04T15:26:47Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_880,2013-02-04T15:26:49Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,5,NO,,,Rental,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,YES,YES,YES,,NO,YES,,YES,YES,NO,YES,YES,NO,YES,,National Flood Insurance,Yes,YES,NO,NO,YES,,YES,YES,NO,NO,,YES,washer/dryer,Completed,,YES,,NO,YES,NO,YES,,,,,,,"Water/Food, Utilities (heat, electric, gas, water, phone, etc)., Home Repair, Financial Aid (FEMA or otherwise), Legal",
SI1_881,2013-02-04T15:28:30Z,,E,,Staten Island,NY,,2,NO,,RENT,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,YES,YES,YES,NO,YES,,NO,NO,NO,YES,NO,NO,,,,Yes,YES,NO,NO,NO,,YES,NO,NO,NO,,YES,get my stuff back  repairs,,,NO,,NO,YES,NO,,,,,,,,,e10
SI1_882,2013-02-04T15:28:50Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,2,NO,,OWN,Rental,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,,YES,YES,NO,YES,NO,YES,,YES,NO,NO,YES,NO,NO,YES,,Allstate,Yes,YES,YES,NO,YES,,YES,NO,NO,YES,,NO,Building supplies,Completed,,NO,,NO,YES,NO,YES,,,SBA loan won't be accepted,,,,,
SI1_883,2013-02-04T15:29:36Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_884,2013-02-04T15:29:47Z,,A,,Staten Island,NY,,6,,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_885,2013-02-04T15:30:52Z,2012-01-19T00:00:00Z,D,Russian,Staten Island,NY,,4,,,OWN,,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,NO,YES,YES,YES,,NO,NO,YES,YES,YES,NO,NO,,Tower,Yes,NO,NO,NO,NO,,,YES,YES,NO,,YES,Financial assistance,Completed,Yellow,YES,,NO,YES,NO,,,,,,,,,
SI1_886,2013-02-04T15:31:30Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_887,2013-02-04T15:31:40Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,OWN,,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,YES,YES,,,,,,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,might need help with insurance,,,basement got damaged,,
SI1_888,2013-02-04T15:31:44Z,2012-01-19T00:00:00Z,A,,,,,,YES,,,,,,,,,,,YES,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,Said they are fine,Blue,,,,,,,,,,,,,,
SI1_889,2013-02-04T15:31:54Z,2012-01-19T00:00:00Z,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_890,2013-02-04T15:32:32Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,2,NO,,OWN,Family/Friend,YES,NO,YES,YES,YES,NO,,NO,,NO,,,YES,,NO,NO,YES,,NO,YES,,YES,YES,NO,YES,Debt / Financial,Allstate,Yes,,,NO,NO,,NO,NO,NO,,,NO,,Completed,,NO,,NO,NO,NO,NO,,,3.7% not good,,,,,
SI1_891,2013-02-04T15:32:52Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_892,2013-02-04T15:33:35Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,,,,,,,,,,,,,,,
SI1_893,2013-02-04T15:34:23Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,10306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,None,,,,,,,,,,,,,,13
SI1_894,2013-02-04T15:34:39Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASE COME BACK,,,,,,,,,,,,,,,
SI1_895,2013-02-04T15:35:35Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASE COME BACK,,,,,,,,,,,,,,,
SI1_896,2013-02-04T15:36:06Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,YES,,OWN,,YES,NO,YES,YES,YES,YES,,NO,YES,YES,,YES,YES,NO,NO,NO,YES,,,YES,NO,YES,YES,,YES,,,Yes,NO,,,NO,,YES,NO,,NO,,YES,Getting back to normal,Completed,,NO,,,,NO,,,,,,,,,
SI1_897,2013-02-04T15:36:21Z,,E,,Staten Island,NY,,2,NO,,,Family/Friend,NO,NO,NO,NO,NO,,NO,NO,,,,NO,YES,YES,YES,NO,YES,,NO,NO,NO,YES,YES,NO,YES,,staewood,Yes,YES,NO,NO,NO,,,NO,NO,,,YES,house fix money,,,NO,,,YES,NO,,,,,,,,,e10
SI1_898,2013-02-04T15:36:23Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASE COME BACK,,,,,,,,,,,,,,,
SI1_899,2013-02-04T15:37:27Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,,,,OWN,Family/Friend,,NO,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,NO,YES,NO,YES,,NO,YES,NO,YES,YES,NO,NO,Debt / Financial,,Yes,NO,,NO,,,,NO,NO,,,,,Completed,,,,NO,NO,,,,,,,,,,
SI1_900,2013-02-04T15:37:52Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASE COME BACK,,,,,,,,,,,,,,,
SI1_901,2013-02-04T15:38:11Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_902,2013-02-04T15:38:37Z,2012-01-19T00:00:00Z,B,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLEASE COME BACK,,,,,,,,,,,,,,,
SI1_903,2013-02-04T15:39:09Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_904,2013-02-04T15:40:49Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no damage,,
SI1_905,2013-02-04T15:41:47Z,2012-01-19T00:00:00Z,A,,Staten Island,NY,,,,,OWN,,,,,,,,,,,,,,YES,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,Green,,,,,,,,,,,,,,
SI1_906,2013-02-04T15:42:36Z,2012-01-19T00:00:00Z,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_907,2013-02-04T15:43:06Z,,E,,Staten Island,NY,,4,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,YES,YES,YES,YES,NO,YES,,NO,NO,NO,,NO,NO,NO,Debt / Financial,,Yes,YES,YES,NO,,,NO,NO,NO,NO,,NO,,,,,,NO,NO,YES,NO,,,,,mold   repairs,,,e10
SI1_908,2013-02-04T15:43:16Z,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_909,2013-02-04T15:43:32Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,NO,,OWN,Rental,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,YES,YES,YES,NO,YES,,NO,NO,NO,YES,YES,NO,YES,,,Yes,YES,YES,NO,,,YES,NO,NO,YES,,YES,"tree removal, foundation repair, interior/mold removal",Completed,,NO,,NO,NO,NO,,,Do you need help with repairs?: Demolition,,,,,,17
SI1_910,2013-02-04T15:44:00Z,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_911,2013-02-04T15:44:27Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,,NO,NO,NO,,YES,YES,NO,YES,NO,NO,,NO,NO,,YES,YES,NO,NO,,,,,,,,,,,,,,,,,,,,NO,NO,,,,,,,,,,
SI1_912,2013-02-04T15:44:54Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,3,YES,,,,NO,NO,YES,YES,YES,NO,YES,NO,YES,YES,,YES,YES,,,NO,YES,,NO,YES,NO,YES,NO,NO,NO,,Allstate,Yes,YES,NO,NO,NO,,NO,NO,NO,NO,,YES,Repairs,Completed,,YES,,NO,NO,NO,NO,,,,,,,,
SI1_913,2013-02-04T15:45:24Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,NO,,,,,,,,,,,,,17
SI1_914,2013-02-04T15:46:01Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_915,2013-02-04T15:46:18Z,2012-01-19T00:00:00Z,A,,,,,,,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,NO,YES,NO,NO,,YES,,NO,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_916,2013-02-04T15:46:59Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,2,YES,,OWN,Other,NO,NO,YES,YES,YES,YES,,NO,YES,NO,,YES,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,YES,,,,,,,,,,,"entire back page blank except ""N/A""",,
SI1_917,2013-02-04T15:47:09Z,2012-01-19T00:00:00Z,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_918,2013-02-04T15:47:51Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_919,2013-02-04T15:48:20Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_920,2013-02-04T15:49:53Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed,,NO,,,,,,,,,,,,,17
SI1_921,2013-02-04T15:50:45Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,3,YES,,OWN,,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,,,,NO,NO,NO,NO,,NO,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,"entire back page blank except for ""N/A""",Shelter/Housing,
SI1_922,2013-02-04T15:51:45Z,2012-01-19T00:00:00Z,,,Staten Island,NY,,,NO,,OWN,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,follow-up needed,Green,,,,,,,,,,,,,,
SI1_923,2013-02-04T15:51:57Z,,E,,Staten Island,NY,,3,YES,,OWN,,,NO,YES,YES,YES,YES,YES,YES,YES,YES,,NO,,NO,YES,NO,NO,,YES,YES,NO,YES,YES,NO,YES,,Allstate,Yes,YES,YES,NO,YES,,YES,NO,NO,YES,,,Financial assistance,,,YES,,NO,YES,NO,NO,,,,,,,,e10
SI1_924,2013-02-04T15:52:23Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,10306,,YES,,OWN,,YES,YES,YES,YES,YES,YES,YES,YES,,NO,,,YES,,YES,YES,YES,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI1_925,2013-02-04T15:53:35Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,10306,2,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,NO,YES,NO,NO,NO,NO,,,NO,NO,YES,YES,NO,NO,Debt / Financial,Allstate,Yes,NO,NO,NO,NO,,,NO,NO,NO,,NO,Car,Completed,,NO,,NO,NO,NO,NO,,,,,,,,
SI1_926,2013-02-04T15:54:46Z,2012-01-19T00:00:00Z,A,Russian,Staten Island,NY,10306,4,YES,,,Family/Friend,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,YES,YES,NO,NO,NO,NO,,,YES,NO,YES,YES,YES,YES,,Allstate,Yes,,YES,NO,YES,,MAYBE,NO,NO,YES,,YES,Financial assistance,Completed,,NO,,NO,NO,YES,,,,,,,,,13
SI1_927,2013-02-04T15:56:37Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,,,OWN,,,,,,,,,,,,,,YES,,NO,,,,NO,,,,,,,,,,,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,14
SI1_928,2013-02-04T15:56:39Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,,3,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,,,YES,NO,YES,NO,YES,,NO,NO,NO,YES,YES,NO,YES,,,,,,,,,,,,,,,Financial assistance,,,NO,,NO,,,,,,,,,,,
SI1_929,2013-02-04T15:57:36Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,YES,,NO,,,,,,,,,,,,,,YES,,,,,,,,,,,,Declined,,,,,,,,,,,,,,,
SI1_930,2013-02-04T15:58:28Z,2012-01-19T00:00:00Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears no one lives here,,,,,,,,,,,,,,,
SI1_931,2013-02-04T16:01:17Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,,4,YES,,OWN,,,,YES,YES,YES,YES,YES,YES,,NO,,,YES,,YES,NO,YES,,NO,,,YES,YES,NO,,,,,,,NO,,,,NO,,,,,Repairs,,,,,,,,,,"replace electricity boiler, flood in basement",,,,,,
SI1_932,2013-02-04T16:01:22Z,2012-01-19T00:00:00Z,,,,,,,YES,,OWN,,,NO,YES,YES,YES,YES,YES,YES,,,,,YES,,NO,,,,,,,,NO,,,,,,NO,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_933,2013-02-04T16:01:40Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,NO,,OWN,,NO,YES,YES,YES,YES,YES,,NO,YES,YES,,,YES,NO,YES,YES,YES,,YES,NO,NO,YES,YES,NO,,,,Yes,YES,,NO,NO,,YES,NO,NO,,,,,Completed,,,diabetis,YES,YES,YES,,,"only some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot wateronly some electricity
no hot water",,,,,,13
SI1_934,2013-02-04T16:05:14Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,,YES,,OWN,Family/Friend,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,,YES,YES,NO,YES,NO,NO,,NO,NO,NO,YES,YES,YES,NO,Unaware,,Yes,NO,NO,NO,NO,,NO,NO,NO,NO,,NO,"basement, sidewalk and car",,,NO,,NO,NO,YES,NO,,basement & sidewalk damage.,,"Name of insurers/providers? ""never comes""  (incomprehensible)",,,"Home Repair, Financial Aid (FEMA or otherwise)",
SI1_935,2013-02-04T16:05:50Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,,,,,,,,,,YES,YES,YES,YES,,,,,NO,YES,NO,YES,,,,,,,,,NO,,,,,YES,,,,,,,,,,,,,,,the reserves came to help them,YES,,,,,,,needs help with the basement,"help with the walls, sheet rock",,,
SI1_936,2013-02-04T16:06:01Z,,E,,Staten Island,NY,,2,YES,,RENT,,NO,NO,YES,YES,YES,YES,YES,NO,,NO,,YES,YES,NO,YES,NO,YES,,NO,YES,YES,YES,YES,NO,NO,,Tower,Yes,NO,,NO,NO,,NO,NO,NO,YES,,NO,Repairs,,,YES,,NO,NO,NO,NO,,,,,,,,e10
SI1_937,2013-02-04T16:06:10Z,2012-01-19T00:00:00Z,,,,,,,YES,,OWN,,,,,,,,,,,,,,,,NO,,,,NO,,,,,,,,,,NO,,,,,,,,,,,,Completed,,,,,,,,,,,,,,,
SI1_938,2013-02-04T16:07:26Z,,,,Staten Island,NY,,,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,NO,NO,NO,YES,,NO,NO,NO,YES,YES,NO,NO,Debt / Financial,Castle Point,Yes,YES,YES,NO,,,,,,NO,,YES,basic construction,Completed,,NO,,NO,YES,NO,,,,,,,,,
SI1_939,2013-02-04T16:07:41Z,2012-01-19T00:00:00Z,A,Russian,Staten Island,NY,10306,4,YES,,OWN,,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,,NO,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,,NO,Waiting on insurance,NEW HAMSHIRE,Yes,YES,NO,,YES,,YES,NO,NO,NO,,NO,Insurance claim,Completed,,NO,,NO,NO,NO,NO,,,,,,,,13
SI1_940,2013-02-04T16:07:47Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
SI1_941,2013-02-04T16:08:01Z,2012-01-19T00:00:00Z,D,,Staten Island,NY,,4,YES,,OWN,,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,,,YES,NO,NO,NO,NO,,NO,NO,NO,YES,YES,NO,NO,,Tower,Yes,NO,,NO,NO,,NO,NO,NO,NO,,NO,,Completed,Yellow,NO,,NO,NO,NO,NO,,,,,,,,
SI1_942,2013-02-04T16:08:31Z,2012-01-19T00:00:00Z,E,,Staten Island,NY,10306,,NO,,OWN,,,YES,YES,YES,YES,YES,YES,NO,NO,NO,,NO,YES,,,,NO,,NO,NO,NO,NO,,,YES,,Selective,Yes,YES,NO,,NO,,,NO,NO,YES,,NO,"CONTAINER FOR GARBAGE, FINANCIAL HELP, HOME DEPOT CARDS",Completed,Green,NO,,,,NO,,,,,,,,,13
SI1_943,2013-02-04T16:08:58Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No answer at door and appears someone lives here,None,,,,,,,,,,,,,,
